Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3359
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3374
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3375
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3376
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3387
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3387-sp3503
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3395
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3396
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3405
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3408
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3425
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3427
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3429
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3432-sp3599
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3444
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3445
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3447
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3450-sp3476
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3459
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3459-sp3516
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3461
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3464
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3468
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3476
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3490
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3492
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3497
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3502
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3502-sp3575
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3514
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3516
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3520
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3530
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3538
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3547
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3549
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3550
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3552
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3555
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3556
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3558
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3563
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3566
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3568
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3575
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3577
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3579
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3590
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3593
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3604
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3609
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3613
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3623
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3627
Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,sp3628
Bacteria,Acidobacteria,Acidobacteria,NA,NA,bacterium,enrichment
Bacteria,Acidobacteria,Acidobacteria,NA,NA,bacterium,sp2268
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,NA,Pyrinomonas,methylaliphatogenes
Bacteria,Acidobacteria,Holophagae,NA,NA,Acidobacteria,bacterium
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3732
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3736
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3737
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3738-sp3748
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3738-sp3752
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3748
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3752
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3756
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3756-sp3757
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3762
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3763
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3764
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3930-sp3977
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3930-sp3977-sp4001
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3937
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3937-sp3940-sp3948
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3944
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp3953-sp3992
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp4001
Bacteria,Acidobacteria,Holophagae,NA,NA,NA,sp4005
Bacteria,Acidobacteria,NA,NA,NA,NA,NA
Bacteria,Acidobacteria,NA,NA,NA,NA,sp4120
Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,Paludibaculum,fermentans
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Illumatobacter,sp4235
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Illumatobacter,sp4235-sp4236
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Illumatobacter,sp4242
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4200
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4206
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4208
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4209-sp4225
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4209-sp4227
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4215
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4215-sp4252
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4229
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4251
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4252
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4258
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4260
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4262
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4263
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4265
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4272
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4273
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4274
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,sp4275
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4303
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4304
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4306
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4307
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4308
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4308-sp4312
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4309
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4310
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4314
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4315
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,sp4316
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4288
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4289
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4292
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4296
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4297-sp4299
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4298
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,*Microthrix,sp4299
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4373
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4381
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4440-sp4514-sp4605
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4464
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4475
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4484
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4484-sp4599
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4486
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4487-sp4530-sp4565
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4489-sp4498
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4491
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4493
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4494
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4495
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4497
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4498
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4500
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4501
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4502
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4503
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4508
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4509
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4510
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4511
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4527
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4542
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4543
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4544
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4544-sp4570
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4551
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4551-sp4570
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4553
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4560
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4570
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4571
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4579
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4598
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4600
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4601
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4607
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4622
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4624
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4627
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4629
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4631
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4634
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4635
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4638
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4640
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4642
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4646
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,sp4648
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,massiliae
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,bowdenii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,bowdenii-viscosus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,canis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,cardiffensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,cf.-urogenitalis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,coleocanis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,dentalis-orihominis-sp4753
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,europaeus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,funkei
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,funkei-meyeri
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae-gerencseriae-sp4761
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae-sp4761
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae-massiliensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,haliotis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,haliotis-radicidentis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,howellii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,israelii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,israelii-oricola
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,johnsonii-naeslundii-oris
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,johnsonii-oris
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,johnsonii-oris-viscosus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,massiliensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,meyeri
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,meyeri-odontolyticus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii-oris
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii-oris-viscosus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,nasicola
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,neuii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,odontolyticus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,oris
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,oris-viscosus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp4758
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp4762
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp4769
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,timonensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,turicensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,viscosus
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,sanguinis-schaalii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,hippocoleae-sp4791
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,phocae
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,sp4792
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus,huanghaiensis
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,curtisii
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,mulieris
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,sp4816
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,sp4819
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,sp4820
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,sp4821
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,cambriense
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentis-faecale
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,asteroides
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,callitrichos
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum-kashiwanohense-pseudocatenulatum
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudolongum
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,sp4971
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae
Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,sp4999
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,accolens
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,accolens-atypicum-macginleyi
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,accolens-freiburgense-macginleyi
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,accolens-macginleyi
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,ammoniagenes
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,amycolatum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,amycolatum-freneyi-xerosis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,appendicis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,appendicis-aquatimens
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,appendicis-genitalium
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aquatimens
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aquatimens-glaucum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,atrinae
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,atypicum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,atypicum-frankenforstense
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,atypicum-frankenforstense-sp5027
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,atypicum-sp5027
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aurimucosum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aurimucosum-confusum-sp5023
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aurimucosum-epidermidicanis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aurimucosum-sp5023
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,auriscanis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,bovis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,bovis-epidermidicanis-freiburgense
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,bovis-striatum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,callunae
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,camporealensis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,camporealensis-glaucum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,canis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,casei
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,ciconiae-mastitidis
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,confusum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,confusum-pseudogenitalium-tuberculostearicum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,coyleae
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,coyleae-mucifaciens-pilbarense
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,coyleae-pilbarense
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,diphtheriae
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,durum
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,efficiens
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,falsenii
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,falsenii-jeikeium
